name,diameter,center_lon,center_lat
Olivier Y,42.45,135.80,61.82
Pallas B,3.40,357.36,4.19
Oppenheimer F,35.91,199.35,-34.98
Nonius A,10.17,5.54,-35.38
Pontanus B,12.12,15.80,-30.85
Nonius B,23.91,2.03,-35.89
Nonius C,6.32,1.10,-35.49
Nonius D,5.48,1.67,-35.57
Peirescius G,28.09,67.78,-48.10
Peirescius H,8.72,73.10,-45.39
Pentland N,23.48,17.19,-63.65
Pentland O,13.97,18.51,-63.26
Pentland P,8.11,14.35,-67.85
Perel'man E,26.55,107.34,-23.87
Nonius G,4.83,5.67,-34.75
Nonius K,18.54,3.91,-33.72
Nonius L,30.91,3.51,-33.50
Nonius Q,6.44,4.21,-35.92
Nonius R,8.28,3.29,-35.94
Nonius S,4.05,4.20,-34.82
Numerov G,26.28,206.89,-71.29
Nu?l S,41.63,164.10,31.19
Numerov Z,43.80,198.43,-67.76
Nu?l E,26.47,168.97,32.81
Nu?l Y,50.50,166.81,34.16
O'Day B,14.27,158.03,-28.96
Oenopides M,6.20,298.97,55.47
Oenopides R,61.98,292.10,55.59
Oenopides S,6.56,289.84,58.18
Oenopides T,7.04,291.19,57.24
Peirescius J,17.59,66.75,-45.09
Pentland A,44.01,13.25,-67.32
Pentland B,28.21,13.93,-66.18
Pentland C,32.12,16.43,-65.05
Pentland D,31.30,13.95,-63.22
Pentland DA,52.40,14.36,-62.93
Pentland E,11.03,13.34,-68.08
Prager G,77.44,134.34,-4.74
Pallas H,4.82,358.41,4.64
Pallas N,5.34,0.48,7.01
Pallas V,2.54,358.41,1.67
Pallas W,3.47,358.74,3.59
Oenopides Y,6.15,296.52,57.01
Oenopides Z,6.89,292.89,58.95
Oersted A,7.21,47.17,43.35
Oersted P,20.90,45.90,43.61
Oersted U,4.08,44.71,42.40
Oken A,35.44,71.41,-43.34
Oken E,13.20,79.24,-46.22
Pannekoek T,22.51,138.47,-4.27
Oken F,24.62,71.37,-44.49
Oken M,8.02,75.48,-41.79
Parrot U,7.28,4.43,-14.02
Oken N,38.23,74.66,-42.60
Olbers B,16.35,285.78,6.83
Olbers D,100.02,281.96,10.23
Olbers G,9.01,285.32,8.40
Opelt F,4.00,341.20,-18.09
Opelt G,3.73,342.70,-16.85
Parry B,1.14,346.94,-8.93
Palmieri A,20.85,311.47,-32.25
Oppenheimer H,32.94,196.63,-36.74
Oppenheimer V,32.04,187.03,-32.13
Palmieri B,9.68,311.68,-30.84
Palmieri E,14.21,311.36,-29.22
Oppenheimer W,19.22,191.02,-32.40
Perel'man S,23.57,104.45,-24.27
Phocylides KB,14.53,310.93,-51.81
Phocylides L,9.60,297.45,-56.83
Phocylides M,10.08,299.42,-55.46
Phocylides N,17.03,304.39,-52.08
Phocylides S,10.35,300.07,-55.93
Opelt H,2.71,342.65,-15.82
Opelt K,4.19,342.90,-13.61
Oppenheimer R,34.46,189.57,-37.43
Oppenheimer U,37.08,191.85,-34.46
Oresme K,22.83,170.23,-44.10
Oresme Q,25.76,167.31,-44.33
Piccolomini L,12.30,33.75,-26.13
Orontius A,6.72,357.40,-39.11
Oresme V,56.09,165.39,-40.75
Oresme U,68.42,164.94,-41.70
Palisa T,12.07,351.77,-8.25
Orlov D,19.21,186.48,-24.81
Orontius D,14.21,353.80,-39.41
Orlov Y,120.01,184.62,-22.84
Orontius C,14.51,355.89,-37.96
Paracelsus M,35.69,163.26,-25.96
Piccolomini K,7.55,29.71,-25.72
Piccolomini M,23.12,31.83,-27.88
Piccolomini N,8.67,26.26,-27.36
Piccolomini O,10.14,30.53,-26.72
Piccolomini P,11.42,35.90,-30.50
Orontius E,7.06,355.17,-39.59
Orontius F,41.41,356.07,-39.22
Palisa A,4.05,353.26,-9.06
Palisa C,7.87,353.52,-7.73
Pallas D,4.10,357.36,2.37
Palisa D,7.37,353.09,-8.68
Palisa E,19.93,354.24,-8.46
Palisa P,4.12,352.63,-9.67
Palisa W,4.00,353.67,-9.09
Palitzsch A,33.10,65.68,-26.95
Palitzsch B,37.93,68.38,-26.41
Pallas A,10.04,357.65,5.96
Picard P,7.89,53.61,8.81
Picard Y,4.28,60.27,13.17
Pannekoek S,15.28,140.23,-4.37
Piccolomini A,15.08,30.35,-26.43
Piccolomini Q,13.48,36.38,-30.88
Piccolomini R,14.72,35.33,-29.32
Piccolomini S,19.48,34.09,-31.63
Pallas C,5.43,358.87,4.48
Pallas E,24.60,358.52,4.02
Pallas F,18.19,358.60,3.51
Palmieri G,8.88,312.20,-32.57
Palmieri H,18.99,312.22,-31.56
Palmieri J,10.51,310.57,-33.67
Paneth A,47.81,266.10,64.86
Paneth K,30.87,267.18,61.49
Paracelsus N,8.36,162.12,-25.31
Paneth W,29.00,258.61,64.73
Pannekoek A,29.00,141.24,-1.04
Pannekoek D,29.85,143.55,-2.26
Pannekoek R,72.64,138.53,-5.33
Papaleksi Q,12.18,162.50,9.58
Paracelsus C,23.80,165.29,-21.53
Parrot A,20.23,2.08,-15.32
Paracelsus E,62.61,167.30,-22.59
Paracelsus G,25.89,165.98,-24.42
Paracelsus H,9.72,166.34,-25.82
Paracelsus P,63.78,161.87,-24.78
Paracelsus Y,25.69,162.95,-21.42
Parrot B,8.32,2.41,-13.63
Paraskevopoulos E,26.03,210.27,50.28
Paraskevopoulos H,54.50,212.39,49.47
Parry D,2.18,344.26,-7.92
Paraskevopoulos N,23.8,208.86,46.92
Paraskevopoulos Q,34.37,207.49,48.18
Parry E,5.71,343.64,-8.39
Paraskevopoulos R,20.54,204.75,48.28
Paraskevopoulos S,71.45,204.73,48.56
Paraskevopoulos U,30.04,204.93,50.08
Paraskevopoulos X,26.02,207.67,53.28
Paraskevopoulos Y,48.09,209.11,52.94
Parenago T,17.43,249.03,25.93
Parenago W,49.79,249.84,27.76
Parenago Z,17.54,250.72,28.95
Parkhurst B,28.04,104.28,-31.94
Parkhurst D,27.30,105.24,-32.76
Parkhurst K,11.51,105.03,-36.18
Parkhurst Q,37.46,101.50,-35.03
Parkhurst X,13.83,101.82,-32.30
Parkhurst Y,42.99,102.69,-29.70
Parrot C,29.61,1.22,-18.56
Parrot D,22.12,3.59,-14.23
Parrot E,19.79,2.20,-15.99
Parrot F,18.40,1.39,-16.11
Parrot G,28.18,2.54,-17.42
Parrot H,17.61,1.16,-17.62
Parrot J,23.78,1.78,-17.02
Parrot K,38.04,1.58,-14.09
Parrot L,6.36,0.91,-18.05
Parrot M,6.19,1.93,-17.99
Parrot N,4.47,0.42,-13.78
Parrot O,9.40,2.53,-16.96
Piccolomini T,7.18,29.06,-28.54
Piccolomini W,5.52,29.16,-26.80
Parrot P,5.31,2.92,-18.74
Parrot Q,4.70,1.05,-15.12
Parry C,3.13,347.25,-6.86
Parry F,3.57,345.24,-7.65
Parrot R,10.12,3.15,-13.52
Parrot S,9.74,3.54,-15.93
Parrot T,6.83,4.13,-15.91
Perrine G,57.37,235.09,41.70
Parrot V,27.35,0.79,-13.25
Parrot W,5.02,1.46,-13.18
Parrot X,3.78,1.86,-14.52
Parrot Y,9.78,0.68,-13.93
Parry M,25.21,345.47,-8.91
Parsons D,52.95,191.30,38.32
Parsons E,27.07,192.30,37.50
Parsons L,34.29,190.08,33.65
Paschen G,28.04,224.27,-14.28
Parsons M,24.67,188.36,33.82
Parsons N,41.18,186.76,34.12
Parsons P,27.04,187.27,35.57
Pascal A,29.30,284.96,72.91
Pascal F,27.47,283.79,75.66
Pascal G,13.65,293.75,73.01
Pascal J,13.86,290.64,72.18
Pascal L,18.46,296.43,73.75
Paschen H,25.46,224.20,-15.95
Paschen K,55.03,220.43,-17.93
Paschen L,37.51,219.78,-16.48
Paschen M,87.84,219.38,-16.30
Paschen S,44.22,217.33,-14.60
Pettit C,7.28,270.92,-24.88
Phillips A,14.81,73.59,-27.14
Petzval C,47.69,252.42,-60.19
Petzval D,24.30,254.23,-60.06
Phillips B,41.07,70.58,-23.21
Piccolomini X,7.89,31.49,-27.03
Pickering B,5.53,7.38,-2.11
Poncelet A,30.96,284.41,79.57
Poncelet B,15.01,296.44,78.34
Poncelet C,67.95,285.49,77.56
Priestley X,18.77,107.86,-55.92
Proclus A,14.08,42.23,13.31
Schomberger F,10.65,20.16,-80.17
Phillips C,7.52,71.16,-26.51
Phillips D,61.88,70.80,-25.03
Phillips E,10.34,68.11,-25.60
Phillips F,11.93,68.83,-25.09
Phillips G,8.47,68.71,-24.54
Phillips H,7.56,71.31,-25.24
Phillips W,61.65,72.22,-25.14
Philolaus U,12.46,326.79,75.13
Philolaus B,10.79,335.52,69.71
Philolaus C,98.13,327.17,71.22
Philolaus D,91.34,332.34,74.36
Philolaus E,10.95,341.20,69.63
Philolaus F,7.09,341.64,68.10
Philolaus W,16.04,323.91,75.72
Philolaus G,102.68,336.18,69.17
Piazzi B,8.37,293.62,-37.50
Phocylides A,19.23,308.19,-54.58
Phocylides B,8.59,308.12,-53.79
Phocylides C,46.04,307.26,-50.95
Phocylides D,7.47,308.22,-53.20
Phocylides E,34.50,302.27,-55.41
Phocylides F,28.00,302.41,-54.74
Phocylides G,14.18,309.05,-51.28
Phocylides J,21.47,297.09,-54.05
Phocylides K,14.57,310.95,-52.27
Phocylides KA,12.03,310.87,-52.11
Poncelet R,9.49,301.90,79.33
Poncelet S,10.04,303.03,78.72
Pons A,12.12,20.04,-27.35
Pons B,13.36,20.71,-28.74
Piccolomini F,72.22,31.77,-26.35
Piccolomini G,16.64,34.71,-27.26
Piccolomini H,7.81,27.68,-27.91
Phocylides Z,9.14,309.08,-50.07
Piazzi A,12.96,293.21,-39.48
Piazzi F,11.02,298.83,-35.70
Piazzi G,9.02,295.21,-40.23
Pitatus W,12.82,348.83,-27.97
Piazzi H,7.69,294.23,-40.18
Piazzi K,7.26,291.85,-37.41
Piazzi M,6.18,292.43,-35.87
Piazzi N,15.98,293.79,-35.41
Piazzi P,19.87,292.59,-38.72
Piazzi Smyth B,3.65,356.63,40.52
Piazzi Smyth M,2.45,355.76,45.07
Pico B,11.63,344.61,46.51
Piazzi Smyth U,2.90,357.22,40.87
Piazzi Smyth V,7.81,355.22,40.92
Piazzi Smyth Y,3.73,356.55,42.84
Piazzi Smyth Z,2.55,355.40,42.14
Pitatus N,12.42,349.11,-31.20
Picard K,8.55,54.56,9.73
Picard L,7.44,54.30,10.31
Pitiscus J,6.47,26.43,-48.25
Picard M,8.18,53.95,10.21
Picard N,19.05,53.57,10.52
Pico C,4.73,353.34,47.25
Pico D,6.05,348.69,43.46
Pico E,9.12,349.69,43.01
Pico F,3.62,349.79,42.25
Pico G,3.94,349.57,46.62
Reichenbach U,13.80,49.39,-32.69
Pico K,3.22,352.44,44.68
Pikel'ner G,26.51,129.10,-49.56
Pictet A,32.37,352.06,-45.01
Pictet C,6.92,352.20,-42.74
Pictet D,19.98,350.86,-46.00
Pictet F,10.34,353.67,-42.82
Pictet E,70.07,352.12,-41.44
Pictet N,6.41,351.77,-41.59
Pikel'ner F,20.09,128.51,-48.36
Planck A,18.55,137.40,-54.17
Pikel'ner S,59.77,121.10,-49.44
Pitatus K,5.09,351.05,-30.42
Pikel'ner Y,47.82,123.92,-47.74
Riccius N,12.88,27.56,-41.21
Pingré B,19.49,294.57,-57.55
Pingré C,22.57,291.54,-58.36
Pingré D,16.58,275.72,-56.55
Pingré E,13.58,281.20,-56.31
Pingré F,18.66,288.68,-59.84
Pingré G,13.53,290.95,-57.93
Pingré J,17.54,291.02,-59.05
Pingré K,16.65,282.09,-55.18
Pingré L,18.35,274.16,-53.84
Pingré M,19.48,276.79,-53.48
Pitatus X,18.61,348.37,-28.50
Pitatus Z,23.46,349.51,-28.38
Pitiscus A,10.14,30.92,-50.39
Pitiscus B,23.46,30.40,-47.79
Pitiscus C,14.87,28.26,-47.37
Pons G,5.86,21.33,-28.36
Pingré W,9.05,288.96,-56.46
Pingré X,9.14,280.85,-58.78
Pingré Y,13.38,281.87,-58.42
Pingré Z,12.72,277.19,-55.05
Pirquet S,30.61,138.09,-20.52
Pirquet X,16.62,138.83,-17.12
Pitiscus U,5.03,33.28,-49.04
Pontanus P,3.58,14.68,-29.93
Pitatus A,5.97,346.76,-31.46
Pitatus B,18.29,349.52,-32.14
Pitatus C,12.11,347.49,-28.49
Pitatus D,9.65,348.00,-30.89
Pitatus E,5.78,349.80,-28.93
Pitatus G,16.34,348.62,-29.82
Pitatus H,14.42,344.23,-30.63
Pitatus J,4.69,346.42,-26.53
Pitatus L,4.49,351.31,-29.09
Pitatus M,14.19,348.90,-32.15
Pitatus P,14.48,349.07,-30.87
Pitatus Q,11.65,349.14,-30.43
Pitatus R,6.41,345.27,-31.20
Pitatus S,13.07,345.89,-27.35
Pitatus T,4.78,348.77,-29.41
Pitatus V,4.90,348.28,-29.02
Pitiscus K,15.94,29.81,-46.41
Pitiscus L,8.19,33.58,-51.26
Pitiscus R,24.42,28.28,-48.74
Pitiscus S,23.45,27.62,-47.78
Pitiscus T,8.11,27.93,-47.09
Pitiscus V,4.97,34.31,-49.41
Pitiscus W,24.03,27.69,-50.40
Piton A,5.34,359.04,39.83
Piton B,4.67,359.83,39.35
Pizzetti C,9.83,121.67,-33.27
Pizzetti W,13.76,118.33,-33.95
Plana C,13.69,27.13,42.79
Plana D,7.03,26.18,41.76
Plana E,5.83,23.59,40.55
Plana F,4.78,23.99,39.83
Plana G,8.89,22.93,39.06
Planck B,44.87,137.18,-55.37
Planck K,26.05,146.08,-64.51
Planck C,43.73,141.25,-52.96
Planck J,25.20,145.08,-62.44
Plato F,7.14,342.59,51.72
Planck L,23.36,141.66,-66.44
Planck W,17.38,131.27,-55.44
Planck X,22.27,129.31,-53.93
Planck Y,40.74,132.17,-54.68
Planck Z,66.75,135.10,-55.80
Plato L,10.41,355.60,51.63
Plaskett H,19.86,195.19,79.60
Plaskett S,16.79,150.56,80.98
Plaskett U,15.90,162.28,82.41
Plaskett V,49.05,120.86,82.16
Plato B,12.44,342.70,53.10
Plato C,8.90,340.54,53.36
Plato D,9.38,345.43,49.69
Pons C,17.81,22.33,-27.96
Pons D,13.71,22.07,-25.52
Pons E,19.64,23.76,-25.83
Pons F,11.24,21.14,-23.77
Pons H,9.76,22.25,-26.99
Pons J,5.67,22.05,-24.87
Plato E,6.62,343.81,49.76
Poisson K,12.98,9.55,-32.72
Plato G,7.95,353.72,52.13
Plato H,10.68,357.97,55.16
Plato J,7.72,355.41,49.04
Plato K,6.50,356.74,46.83
Plato KA,5.48,356.41,46.79
Plato M,7.92,344.49,53.11
Plato O,7.81,344.56,52.31
Plato P,8.16,344.78,51.53
Plato Q,7.83,355.15,54.61
Plato R,6.28,341.54,53.78
Plato S,7.13,344.97,53.85
Plato T,7.49,348.72,54.58
Pons K,6.81,22.72,-27.37
Pons L,7.64,20.87,-27.51
Pons M,10.48,24.07,-27.18
Posidonius Z,5.93,22.94,30.75
Poynting X,21.71,223.51,23.14
Poisson L,14.89,8.14,-32.72
Poisson M,6.60,7.61,-33.95
Poisson N,4.17,8.40,-30.75
Poisson O,4.86,9.12,-35.04
Posidonius M,9.31,30.00,34.35
Posidonius F,6.03,27.12,32.81
Posidonius G,4.79,27.23,34.79
Posidonius J,22.00,30.79,33.79
Priestley K,33.73,110.40,-58.96
Plato U,5.60,352.61,49.60
Plato V,5.78,352.63,55.86
Plato W,4.20,342.18,57.24
Plato X,4.45,346.18,50.20
Plato Y,9.96,343.68,53.18
Playfair A,18.22,6.88,-22.29
Playfair B,5.54,7.58,-23.22
Playfair C,5.94,7.91,-24.35
Playfair D,4.51,8.71,-24.27
Playfair E,5.66,8.88,-21.80
Playfair F,4.76,8.08,-21.90
Playfair G,91.67,6.08,-23.99
Playfair H,3.42,8.49,-23.40
Playfair J,3.52,9.27,-24.26
Plummer C,30.57,207.04,-23.29
Playfair K,3.43,9.78,-23.29
Plinius B,6.55,26.27,14.09
Plummer M,38.62,205.36,-26.33
Plummer N,44.56,204.01,-27.24
Plummer R,19.23,202.67,-25.71
Plummer W,31.65,204.03,-23.47
Plutarch F,12.90,73.52,23.51
Plutarch C,13.23,70.95,23.17
Plutarch D,15.80,75.73,24.36
Poisson R,5.22,8.40,-30.04
Plutarch G,16.45,74.84,22.95
Plutarch H,11.96,72.71,24.35
Plutarch K,14.65,72.60,25.08
Plutarch L,9.06,71.63,25.87
Plutarch M,11.71,77.66,23.77
Plutarch N,13.72,76.71,23.82
Poczobutt J,23.16,263.09,56.29
Poczobutt R,40.17,255.85,55.69
Pogson C,16.81,112.24,-41.62
Pogson F,34.24,115.42,-42.29
Pogson G,33.20,113.42,-42.96
Poincaré C,19.20,168.70,-54.58
Poincaré J,19.33,167.87,-59.63
Poincaré Q,26.52,159.76,-59.52
Poinsot K,16.03,217.62,77.05
Poinsot P,28.25,210.05,76.63
Poisson A,17.13,9.14,-29.72
Poisson B,11.09,10.87,-30.84
Repsold N,14.54,281.70,49.05
Poisson C,23.34,8.66,-33.11
Poisson D,10.87,7.68,-31.44
Poisson E,12.73,8.57,-34.19
Poisson F,13.74,7.97,-33.74
Poisson G,15.08,7.36,-31.70
Poisson H,20.33,7.36,-33.07
Poisson S,3.54,11.43,-30.00
Polybius F,22.06,23.05,-22.26
Poisson J,27.44,8.29,-35.01
Poisson P,6.84,8.82,-31.92
Poisson Q,24.80,10.12,-32.65
Poisson T,24.98,9.19,-31.07
Poisson U,25.53,10.30,-31.71
Proclus M,8.45,45.19,16.42
Poisson V,16.47,10.56,-32.10
Poisson W,3.19,11.98,-29.63
Ptolemaeus P,3.50,356.82,-11.39
Flag,0.24,15.44,-8.97
Poisson X,4.93,12.24,-29.04
Poisson Z,3.89,10.74,-29.79
Polybius A,16.30,27.97,-23.03
North Ray,0.94,15.48,-8.81
Polybius B,12.03,25.51,-25.55
Polybius C,28.25,23.48,-22.08
Polybius K,12.09,24.35,-24.38
Polybius D,8.45,27.90,-26.89
Polybius E,8.18,26.18,-24.43
Ptolemaeus X,4.91,0.29,-11.02
Palmetto,0.76,15.49,-8.92
Polybius G,4.12,22.69,-22.52
Reichenbach J,13.03,49.25,-30.64
Polzunov N,34.47,114.23,23.85
Polybius H,7.97,22.69,-21.19
Polybius J,8.65,23.47,-22.79
Pontanus J,8.87,13.11,-30.09
Polybius L,6.14,28.18,-22.01
Proctor D,11.67,353.93,-46.09
Ross C,4.74,18.93,11.61
Reichenbach G,14.54,49.34,-31.76
Reichenbach H,10.71,49.61,-28.87
Rothmann F,6.46,28.00,-29.19
Reichenbach K,10.72,42.38,-28.88
Polybius M,4.88,22.08,-21.40
Polybius N,13.13,26.77,-23.43
Polybius P,14.91,22.91,-21.55
Polybius Q,5.77,27.49,-25.12
Schomberger Z,6.17,27.29,-73.58
Polybius R,7.02,27.31,-25.62
Polybius T,11.21,25.43,-26.13
Stöfler R,5.84,1.73,-42.25
Polybius V,5.08,29.03,-25.22
Polzunov J,30.63,117.43,23.61
Stöfler S,6.64,5.70,-44.88
Pons P,4.56,23.04,-24.94
Pontanus A,9.47,15.23,-31.15
Rutherfurd D,9.01,351.04,-63.32
Pontanus C,22.00,15.43,-30.11
Pontanus D,20.37,13.21,-25.93
Racah J,27.49,182.43,-16.55
Pontanus E,12.81,13.26,-25.23
Pontanus F,10.45,11.58,-27.88
Schuster J,13.82,149.54,1.72
Pontanus G,23.44,15.24,-30.64
Pontanus H,29.89,16.06,-31.41
Soddy Q,23.12,120.49,-0.83
Pontanus K,8.61,12.65,-25.76
Pontanus L,5.84,13.41,-28.64
Pontanus M,4.78,14.08,-29.65
Purkyn? U,38.00,91.64,-0.74
Purkyn? V,23.17,92.71,-0.83
Pythagoras G,14.45,284.21,67.77
Pythagoras B,17.30,286.66,66.02
Pythagoras D,28.78,287.64,64.50
Pontanus N,9.84,13.82,-24.68
Pontanus S,6.35,16.77,-31.50
Pontanus T,7.08,16.52,-29.24
T. Mayer N,4.26,334.39,13.56
Pontanus U,4.50,17.47,-29.48
Pontanus V,33.58,13.06,-29.21
Tacitus O,4.65,21.89,-13.93
Plum,0.02,15.45,-8.97
Pontanus W,6.76,17.54,-29.12
Pontanus X,12.34,15.69,-28.46
Tacquet C,4.97,21.08,13.46
Hess-Apollo,0.63,30.74,20.09
Pontanus Y,23.36,17.25,-28.73
Pontanus Z,4.45,12.81,-27.87
Pythagoras K,11.95,284.15,67.35
Pontécoulant A,18.64,62.79,-57.68
Pontécoulant B,37.25,58.53,-57.96
Tycho R,4.49,346.31,-41.90
Pontécoulant C,31.70,59.23,-55.67
Pontécoulant D,13.70,71.60,-60.21
Vendelinus V,5.76,55.92,-15.54
Pontécoulant E,43.62,64.95,-60.50
Pythagoras L,11.24,281.96,67.30
Walther J,6.39,358.42,-34.49
Pontécoulant F,68.68,68.16,-57.60
Proclus U,13.60,47.99,15.12
Pontécoulant G,42.25,60.43,-57.51
Pythagoras H,19.04,286.23,67.10
Pythagoras M,9.24,279.45,67.37
Pythagoras N,13.10,281.42,66.59
Pythagoras P,9.54,284.40,65.33
Pythagoras S,7.08,295.00,67.74
Wolff A,6.40,352.25,15.78
Pythagoras T,5.74,308.34,62.50
Pythagoras W,4.10,310.65,63.21
Pontécoulant H,7.57,66.17,-58.77
Pontécoulant J,39.53,64.25,-61.74
Pontécoulant K,13.92,60.94,-61.56
Pontécoulant L,17.06,60.09,-59.12
Pontécoulant M,10.99,74.46,-60.91
Popov D,17.47,102.67,17.69
Popov W,26.30,98.06,19.06
Porter B,11.42,351.36,-54.47
Porter C,11.62,349.53,-54.85
Posidonius A,11.10,29.52,31.68
Posidonius B,14.04,31.02,33.15
Taurus-Littrow Valley,21.02,30.78,20.07
Posidonius C,3.48,29.68,31.12
Posidonius E,3.13,19.70,30.55
Proclus C,9.65,43.58,12.93
Proclus D,11.74,41.01,17.43
Proclus E,12.27,40.89,16.57
Proclus G,32.13,42.70,12.72
Riccius G,13.37,24.43,-38.56
Ptolemaeus O,4.05,356.40,-7.23
Proclus J,4.83,43.98,17.04
Pytheas B,4.15,340.60,17.50
Proclus K,15.27,46.21,16.51
Proclus L,10.64,46.35,17.01
Pytheas A,5.71,338.26,20.46
Proclus P,31.27,48.73,15.34
Proclus R,28.58,45.44,15.85
Ptolemaeus R,6.36,358.82,-6.67
Proclus S,18.46,48.00,15.67
Proclus T,20.34,46.70,15.39
Reichenbach Q,10.61,50.15,-32.39
Proclus V,16.52,48.39,14.72
Proclus W,7.10,46.21,17.47
Proclus X,5.88,45.13,17.69
Proclus Y,7.46,44.89,17.42
Rabbi Levi F,14.05,20.53,-36.11
Rabbi Levi G,11.43,21.94,-36.95
Rabbi Levi H,6.73,20.17,-36.47
Rabbi Levi J,6.61,22.67,-37.64
Rabbi Levi L,11.93,22.98,-34.72
Proclus Z,5.51,44.74,17.93
Proctor A,7.34,353.20,-47.04
Proctor B,7.00,353.27,-46.53
Proctor C,5.28,353.35,-47.61
Proctor E,7.72,354.84,-45.42
Proctor F,5.90,354.65,-47.82
Proctor G,7.14,355.10,-47.77
Proctor H,5.68,357.35,-45.75
Protagoras B,4.40,5.67,56.43
Protagoras E,5.78,0.54,49.52
Ptolemaeus B,18.79,359.19,-7.90
Ptolemaeus C,1.91,356.71,-10.10
Rabbi Levi M,11.32,23.17,-35.32
Schneller S,35.25,193.79,40.67
Schomberger A,29.44,23.52,-78.60
Schomberger D,23.68,24.22,-73.38
Schomberger C,40.72,15.44,-77.17
Ptolemaeus H,6.19,354.55,-7.12
Ptolemaeus J,4.49,354.59,-9.65
Schomberger G,17.15,7.43,-77.00
Ptolemaeus D,3.50,357.40,-8.28
Ptolemaeus E,28.67,355.47,-10.21
Ptolemaeus K,8.15,355.31,-8.23
Ptolemaeus M,2.93,356.58,-9.38
Ritchey F,3.67,7.65,-10.51
Römer F,23.16,37.25,27.19
Römer G,14.66,36.23,26.82
Römer H,6.49,35.72,25.95
Ptolemaeus S,3.31,359.47,-10.54
Ptolemaeus W,4.37,1.32,-9.16
Pytheas C,3.77,340.86,18.81
Pytheas D,4.75,339.46,21.09
Pytheas E,3.61,340.88,18.13
Reichenbach L,6.83,46.66,-30.58
Reichenbach M,11.97,46.54,-33.03
Reichenbach N,13.33,43.90,-30.56
Reichenbach P,12.71,49.89,-32.08
Reichenbach R,7.16,42.94,-27.00
Rhaeticus H,5.56,5.34,-1.02
Rayet P,18.52,113.63,43.16
Puiseux A,3.25,320.17,-26.53
Puiseux C,3.14,322.10,-24.70
Réaumur K,6.93,1.01,-3.82
Puiseux D,7.30,323.76,-25.75
Puiseux F,4.02,321.09,-23.41
Puiseux G,3.25,322.13,-28.26
Puiseux H,3.74,322.91,-27.40
Spencer Jones H,14.94,168.11,11.93
Purbach A,7.10,358.05,-26.17
Purbach B,15.68,355.74,-26.97
Pytheas J,3.45,338.80,21.63
Purbach H,28.75,354.31,-25.47
Purbach C,18.24,355.34,-27.74
Purbach D,11.10,358.42,-22.87
Purbach E,23.54,359.27,-21.68
Purbach G,29.92,357.19,-23.93
Purbach J,11.02,356.03,-27.51
Purbach K,7.86,355.42,-25.19
Purbach L,16.89,354.95,-25.06
Purbach M,15.23,355.51,-24.84
Purbach N,7.13,354.60,-26.29
Purbach O,5.07,356.13,-24.79
Purbach P,4.73,356.28,-26.48
Purbach R,4.24,356.73,-26.53
Rabbi Levi P,13.28,25.61,-34.50
Pytheas G,3.49,342.27,21.62
Purbach S,7.69,357.71,-27.25
Purbach T,4.75,359.08,-24.68
Pytheas H,2.58,343.46,20.50
Purbach U,15.37,357.95,-26.98
Russell E,10.03,285.42,28.59
Schomberger H,15.74,3.59,-77.25
Schomberger J,7.39,19.30,-78.97
Schomberger K,8.78,13.55,-79.28
Schomberger L,15.97,17.27,-80.68
Schomberger X,8.53,34.41,-75.12
Purbach V,5.61,359.64,-26.74
Purbach W,20.35,357.71,-25.46
Purbach X,3.47,358.81,-25.42
Purbach Y,15.43,353.06,-25.87
Purkyn? D,12.28,96.03,-0.96
Purkyn? K,22.18,95.33,-2.66
Purkyn? S,35.24,90.65,-1.77
Rabbi Levi U,12.28,21.75,-35.61
Pytheas K,2.32,343.81,19.90
Pytheas L,2.61,343.11,18.61
Pytheas M,2.88,342.24,19.89
Pytheas N,3.14,339.49,22.57
Pytheas U,2.94,340.55,21.77
Pytheas W,2.83,336.28,21.70
Quetelet T,46.97,222.00,42.52
Ramsay U,19.86,142.82,-39.80
Rabbi Levi A,11.44,22.65,-34.36
Rabbi Levi B,14.12,24.73,-34.49
Rabbi Levi C,19.48,26.86,-34.29
Rabbi Levi D,10.89,22.82,-35.44
Racah B,25.93,181.59,-10.52
Rabbi Levi E,34.70,21.93,-36.75
Rabbi Levi O,5.49,24.98,-35.67
Rabbi Levi Q,7.52,25.78,-33.73
Rabbi Levi R,11.92,27.88,-34.19
Rabbi Levi S,16.90,27.50,-34.27
Reichenbach A,33.49,48.86,-28.28
Reichenbach B,42.56,48.07,-28.38
Reichenbach C,25.36,43.91,-29.40
Reichenbach D,34.41,44.73,-28.21
Reichenbach F,13.46,48.27,-31.40
Rabbi Levi T,10.07,22.34,-36.24
Racah N,34.46,178.95,-17.02
Racah K,54.38,181.23,-16.55
Racah U,23.62,177.10,-13.15
Racah T,20.03,177.55,-13.62
Réaumur Y,2.96,0.54,-1.29
Racah W,36.68,178.88,-12.45
Racah X,13.92,179.06,-10.18
Raimond K,32.88,201.33,12.77
Raimond Q,27.49,197.90,11.66
Ramsden A,5.26,328.57,-33.50
Rayet H,18.42,116.82,43.20
Rayet Y,14.82,113.05,47.16
Ramsden G,11.01,328.32,-35.34
Ramsden H,11.43,327.53,-35.70
Rayleigh B,15.48,88.50,29.05
Spencer Jones J,12.85,168.27,9.64
Reimarus C,12.36,59.50,-50.19
Rayleigh C,26.13,85.76,31.44
Rayleigh D,22.29,89.78,29.02
Razumov C,47.57,247.19,40.49
